#CHROM	FROM	TO	ENSGID	GENE
chr11	1947278	1984522	ENSG00000214026	MRPL23
chr11	2159779	2161341	ENSG00000254647	INS
chr11	2163929	2171877	ENSG00000180176	TH
chr11	3227698	3232386	ENSG00000184350	MRGPRE
chr11	3665587	3671384	ENSG00000129749	CHRNA10
chr11	6234765	6244429	ENSG00000132259	CNGA4
chr11	6390431	6394998	ENSG00000166311	SMPD1
chr11	6395124	6419414	ENSG00000166313	APBB1
chr11	6481447	6484679	ENSG00000132286	TIMM10B
chr11	6481485	6508978	ENSG00000265264	TIMM10B
chr11	6612763	6619461	ENSG00000166340	TPP1
chr11	6680782	6683401	ENSG00000158042	MRPL17
chr11	7665100	7677222	ENSG00000166394	CYB5R2
chr11	8106093	8169055	ENSG00000166405	RIC3
chr11	8682411	8714759	ENSG00000166441	RPL27A
chr11	10812074	10858796	ENSG00000236287	ZBED5
chr11	14443440	14500027	ENSG00000129083	COPB1
chr11	14504874	14643635	ENSG00000129084	PSMA1
chr11	14877440	14892252	ENSG00000186104	CYP2R1
chr11	14904997	15082342	ENSG00000175868	CALCB
chr11	17074389	17077787	ENSG00000110700	RPS13
chr11	17385859	17389331	ENSG00000187486	KCNJ11
chr11	17493895	17544416	ENSG00000006611	USH1C
chr11	18278668	18322198	ENSG00000110756	HPS5
chr11	18394388	18408425	ENSG00000134333	LDHA
chr11	18412307	18452058	ENSG00000166796	LDHC
chr11	18727928	18792721	ENSG00000110786	PTPN5
chr11	19117099	19176422	ENSG00000177054	ZDHHC13
chr11	20363685	20383783	ENSG00000109854	HTATIP2
chr11	20387530	20509294	ENSG00000185238	PRMT3
chr11	20669551	21575681	ENSG00000165973	NELL1
chr11	22622519	22626787	ENSG00000183161	FANCF
chr11	27040725	27127809	ENSG00000129151	BBOX1
chr11	27494576	27506773	ENSG00000148943	LIN7C
chr11	31432401	31509645	ENSG00000148950	IMMP1L
chr11	31784792	31817961	ENSG00000007372	PAX6
chr11	33542072	33674102	ENSG00000110427	KIAA1549L
chr11	34438925	34472062	ENSG00000121691	CAT
chr11	34915829	35020591	ENSG00000110435	PDHX
chr11	36296288	36465204	ENSG00000135362	PRR5L
chr11	36487027	36510272	ENSG00000175104	TRAF6
chr11	43880811	43920266	ENSG00000166199	ALKBH3
chr11	45804072	45813015	ENSG00000181830	SLC35C1
chr11	45847118	45883248	ENSG00000121671	CRY2
chr11	45885651	45906465	ENSG00000121653	MAPK8IP1
chr11	45909669	45918812	ENSG00000121680	PEX16
chr11	45921621	45929096	ENSG00000165905	GYLTL1B
chr11	46385098	46386608	ENSG00000180720	CHRM4
chr11	46396414	46594125	ENSG00000110497	AMBRA1
chr11	46617527	46674818	ENSG00000175224	ATG13
chr11	46719180	46739506	ENSG00000180210	F2
chr11	46743048	46846308	ENSG00000175216	CKAP5
chr11	47418769	47426473	ENSG00000165916	PSMC3
chr11	47437757	47449178	ENSG00000165917	RAPSN
chr11	47565336	47584562	ENSG00000213619	NDUFS3
chr11	47565430	47573461	ENSG00000110536	PTPMT1
chr11	47617315	47642623	ENSG00000109919	MTCH2
chr11	57528463	57530803	ENSG00000134809	TIMM10
chr11	57753243	57819546	ENSG00000198561	CTNND1
chr11	58640426	58731974	ENSG00000149124	GLYAT
chr11	58834065	58904215	ENSG00000156689	GLYATL2
chr11	58905398	59043527	ENSG00000166840	GLYATL1
chr11	59086307	59094786	ENSG00000255151	GLYATL1P3
chr11	59636716	59668980	ENSG00000166889	PATL1
chr11	59806135	59810872	ENSG00000166902	MRPL16
chr11	60937083	60952530	ENSG00000110446	SLC15A3
chr11	61391687	61398863	ENSG00000187049	TMEM216
chr11	61429220	61485822	ENSG00000256591	RP11-286N22.8
chr11	61430042	61447529	ENSG00000167985	SDHAF2
chr11	61792637	61797244	ENSG00000168496	FEN1
chr11	61799625	61829318	ENSG00000149485	FADS1
chr11	61959718	61967660	ENSG00000167996	FTH1
chr11	62662817	62672255	ENSG00000162194	LBHD1
chr11	62665309	62668496	ENSG00000214756	METTL12
chr11	62670273	62673687	ENSG00000204922	UQCC3
chr11	62761544	62766710	ENSG00000168002	POLR2G
chr11	62771629	62792021	ENSG00000168569	TMEM223
chr11	62908679	62921807	ENSG00000168539	CHRM1
chr11	63506084	63516774	ENSG00000133317	LGALS12
chr11	63838928	63911019	ENSG00000072518	MARK2
chr11	63974607	63976543	ENSG00000176340	COX8A
chr11	63974620	63988346	ENSG00000256100	AP000721.4
chr11	63998558	64166106	ENSG00000133315	MACROD1
chr11	64230278	64234286	ENSG00000110011	DNAJC4
chr11	64269830	64284704	ENSG00000002330	BAD
chr11	64305572	64316743	ENSG00000173153	ESRRA
chr11	64318088	64321811	ENSG00000126432	PRDX5
chr11	64726911	64745456	ENSG00000068831	RASGRP2
chr11	64746389	64760297	ENSG00000068976	PYGM
chr11	64764606	64778786	ENSG00000168066	SF1
chr11	64894546	64917248	ENSG00000110046	ATG2A
chr11	64934471	64935888	ENSG00000149735	GPHA2
chr11	65014113	65022184	ENSG00000213465	ARL2
chr11	65027408	65040572	ENSG00000110025	SNX15
chr11	65120628	65122473	ENSG00000149806	FAU
chr11	65122183	65127371	ENSG00000149792	MRPL49
chr11	65180566	65212006	ENSG00000014216	CAPN1
chr11	65333754	65353249	ENSG00000133884	DPF2
chr11	65375192	65383701	ENSG00000162241	SLC25A45
chr11	65883741	65888539	ENSG00000172500	FIBP
chr11	65892049	65900573	ENSG00000175592	FOSL1
chr11	65961689	65979828	ENSG00000175467	SART1
chr11	65996545	66002176	ENSG00000175376	EIF1AD
chr11	66268533	66277492	ENSG00000174903	RAB1B
chr11	66284580	66289170	ENSG00000174851	YIF1A
chr11	66435075	66466738	ENSG00000174547	MRPL11
chr11	66510606	66533627	ENSG00000174483	BBS1
chr11	66592821	66606019	ENSG00000173992	CCS
chr11	66685248	66729226	ENSG00000173898	SPTBN2
chr11	66848233	66958376	ENSG00000173599	PC
chr11	67452406	67460313	ENSG00000175544	CABP4
chr11	67483041	67491103	ENSG00000110711	AIP
chr11	67583595	67586660	ENSG00000084207	GSTP1
chr11	67606852	67612535	ENSG00000167792	NDUFV1
chr11	67627938	67629930	ENSG00000167799	NUDT8
chr11	68008578	68029282	ENSG00000006534	ALDH3B1
chr11	68030617	68036644	ENSG00000110717	NDUFS8
chr11	68039016	68050895	ENSG00000110719	TCIRG1
chr11	68312609	68449275	ENSG00000162337	LRP5
chr11	68754620	68844410	ENSG00000110090	CPT1A
chr11	68891276	68903835	ENSG00000197345	MRPL21
chr11	69048897	69090604	ENSG00000162341	TPCN2
chr11	70398404	70436584	ENSG00000085733	CTTN
chr11	70467856	71252577	ENSG00000162105	SHANK2
chr11	71428193	71452868	ENSG00000172893	DHCR7
chr11	72085895	72103387	ENSG00000149357	LAMTOR1
chr11	72292425	72434680	ENSG00000162129	CLPB
chr11	72576141	72674591	ENSG00000186642	PDE2A
chr11	73218298	73236352	ENSG00000175591	P2RY2
chr11	73787316	73865133	ENSG00000175581	MRPL48
chr11	73872667	73876988	ENSG00000181924	COA4
chr11	73974667	73983307	ENSG00000175567	UCP2
chr11	74000281	74009435	ENSG00000175564	UCP3
chr11	74012714	74171210	ENSG00000168014	C2CD3
chr11	74491712	74493733	ENSG00000175536	LIPT2
chr11	74493851	74669117	ENSG00000077514	POLD3
chr11	74988134	75018893	ENSG00000162139	NEU3
chr11	75399486	75422280	ENSG00000149273	RPS3
chr11	75759512	75801535	ENSG00000062282	DGAT2
chr11	77102840	77103331	ENSG00000254550	OMP
chr11	77128264	77215239	ENSG00000137474	MYO7A
chr11	78016971	78079865	ENSG00000259112	NDUFC2-KCTD14
chr11	78068304	78080219	ENSG00000151366	NDUFC2
chr11	78435961	78574874	ENSG00000137513	NARS2
chr11	83193739	83260694	ENSG00000137494	ANKRD42
chr11	83259097	83286407	ENSG00000137500	CCDC90B
chr11	85628573	85636539	ENSG00000171204	TMEM126B
chr11	85647967	85656547	ENSG00000171202	TMEM126A
chr11	85957684	86069882	ENSG00000073921	PICALM
chr11	86441108	86672636	ENSG00000151376	ME3
chr11	88113242	88175467	ENSG00000123892	RAB38
chr11	89324356	89498187	ENSG00000086991	NOX4
chr11	94415578	94493908	ENSG00000020922	MRE11A
chr11	95789965	95832693	ENSG00000166037	CEP57
chr11	101029624	101130524	ENSG00000082175	PGR
chr11	103109431	103479863	ENSG00000187240	DYNC2H1
chr11	104942866	104969436	ENSG00000196954	CASP4
chr11	105025443	105035250	ENSG00000137752	CASP1
chr11	105609994	105982092	ENSG00000152578	GRIA4
chr11	107591091	107666779	ENSG00000110675	ELMOD1
chr11	108008733	108107776	ENSG00000166266	CUL5
chr11	108121516	108147776	ENSG00000075239	ACAT1
chr11	108222484	108369102	ENSG00000149311	ATM
chr11	110429883	110464881	ENSG00000137714	FDX1
chr11	111908565	111923722	ENSG00000109846	CRYAB
chr11	112024814	112064390	ENSG00000150768	DLAT
chr11	112084800	112086798	ENSG00000150779	TIMM8B
chr11	112086773	112120013	ENSG00000204370	SDHD
chr11	112086903	112193805	ENSG00000255292	AP002884.2
chr11	112175467	112224699	ENSG00000197580	BCO2
chr11	112226365	112269955	ENSG00000150787	PTS
chr11	113409615	113475691	ENSG00000149295	DRD2
chr11	113904677	113946565	ENSG00000149305	HTR3B
chr11	113974881	113990313	ENSG00000166736	HTR3A
chr11	114439386	114450279	ENSG00000076043	REXO2
chr11	115169218	115504957	ENSG00000182985	CADM1
chr11	117314557	117413268	ENSG00000110274	CEP164
chr11	117427773	117817525	ENSG00000177103	DSCAML1
chr11	117800844	117828698	ENSG00000137731	FXYD2
chr11	118401154	118431496	ENSG00000167283	ATP5L
chr11	118544528	118572970	ENSG00000118096	IFT46
chr11	118572390	118603033	ENSG00000095139	ARCN1
chr11	118747766	118791149	ENSG00000110367	DDX6
chr11	119015712	119018691	ENSG00000118181	RPS25
chr11	119018432	119025454	ENSG00000196655	TRAPPC4
chr11	119024114	119030906	ENSG00000137700	SLC37A4
chr11	119067692	119081978	ENSG00000160695	VPS11
chr11	119096503	119108331	ENSG00000172269	DPAGT1
chr11	119166568	119184016	ENSG00000160703	NLRX1
chr11	119417378	119424985	ENSG00000154096	THY1
chr11	119623408	119729084	ENSG00000110400	PVRL1
chr11	120511759	120988904	ENSG00000149403	GRIK4
chr11	121292453	121308694	ENSG00000109929	SC5D
chr11	122115354	122116215	ENSG00000259571	BLID
chr11	122655675	122814473	ENSG00000154127	UBASH3B
chr11	123724177	123741675	ENSG00000166261	ZNF202
chr11	124611490	124620356	ENSG00000154143	PANX3
chr11	124622836	124635398	ENSG00000154144	TBRG1
chr11	124673798	124697518	ENSG00000064199	SPA17
chr11	124739846	124747210	ENSG00000154146	NRGN
chr11	125445745	125496317	ENSG00000149557	FEZ1
chr11	125625136	125676255	ENSG00000149554	CHEK1
chr11	126202094	126211692	ENSG00000165526	RPUSD4
chr11	126262919	126269144	ENSG00000182934	SRPR
chr11	126269055	126278131	ENSG00000110074	FOXRED1
chr11	126303752	126345749	ENSG00000110063	DCPS
chr11	128934731	128943399	ENSG00000120471	TP53AIP1
chr11	133840631	133845538	ENSG00000166118	SPATA19
chr11	134224645	134247792	ENSG00000151502	VPS26B
chr11	134253495	134265855	ENSG00000151498	ACAD8
chr12	990509	1495933	ENSG00000082805	ERC1
chr12	1946054	2004535	ENSG00000151065	DCP1B
chr12	2794953	2805423	ENSG00000004478	FKBP4
chr12	4307763	4354593	ENSG00000078237	TIGAR
chr12	4562204	4615302	ENSG00000010219	DYRK4
chr12	4615508	4649047	ENSG00000111254	AKAP3
chr12	4649095	4694317	ENSG00000139180	NDUFA9
chr12	4657634	4744581	ENSG00000255639	RP11-234B24.6
chr12	4909905	4931361	ENSG00000111262	KCNA1
chr12	6328757	6342114	ENSG00000067182	TNFRSF1A
chr12	6462237	6470987	ENSG00000139190	VAMP1
chr12	6491886	6493841	ENSG00000111639	MRPL51
chr12	6533927	6538374	ENSG00000111640	GAPDH
chr12	6867119	6870948	ENSG00000111669	TPI1
chr12	6913745	6923698	ENSG00000111674	ENO2
chr12	6924463	6942321	ENSG00000111676	ATN1
chr12	6946468	6961316	ENSG00000111679	PTPN6
chr12	6965327	6970825	ENSG00000215021	PHB2
chr12	7188685	7218574	ENSG00000139197	PEX5
chr12	7304284	7328724	ENSG00000215009	ACSM4
chr12	7346685	7479897	ENSG00000177675	CD163L1
chr12	10158301	10172138	ENSG00000173391	OLR1
chr12	10212458	10223130	ENSG00000139112	GABARAPL1
chr12	12049844	12211084	ENSG00000121380	BCL2L14
chr12	12116025	12267012	ENSG00000070018	LRP6
chr12	12474210	12562383	ENSG00000111266	DUSP16
chr12	12890782	12917937	ENSG00000013588	GPRC5A
chr12	12974864	13000273	ENSG00000013583	HEBP1
chr12	13537337	13981957	ENSG00000273079	GRIN2B
chr12	14784579	14803540	ENSG00000084463	WBP11
chr12	15620158	15882329	ENSG00000151491	EPS8
chr12	16347142	16609259	ENSG00000008394	MGST1
chr12	21264600	21419594	ENSG00000084453	SLCO1A2
chr12	21536189	21604847	ENSG00000111713	GYS2
chr12	21635342	21757857	ENSG00000111716	LDHB
chr12	21764955	21775581	ENSG00000121361	KCNJ8
chr12	24810022	24949459	ENSG00000060982	BCAT1
chr12	25195216	25209645	ENSG00000205707	LYRM5
chr12	25204789	25250936	ENSG00000133703	KRAS
chr12	27696519	27697596	ENSG00000174236	REP15
chr12	27710773	27756295	ENSG00000061794	MRPS35
chr12	29337352	29381189	ENSG00000087502	ERGIC2
chr12	29500840	29784759	ENSG00000133687	TMTC1
chr12	30709552	30754951	ENSG00000110888	CAPRIN2
chr12	31647160	31673114	ENSG00000139160	METTL20
chr12	32679200	32745650	ENSG00000087470	DNM1L
chr12	32727490	32755902	ENSG00000139131	YARS2
chr12	39550033	39619751	ENSG00000173208	ABCD2
chr12	40196744	40369285	ENSG00000188906	LRRK2
chr12	42238447	42459715	ENSG00000134283	PPHLN1
chr12	47841537	47943048	ENSG00000111424	VDR
chr12	47972965	48004486	ENSG00000139219	COL2A1
chr12	48105139	48146404	ENSG00000152556	PFKM
chr12	48829764	48852842	ENSG00000174243	DDX23
chr12	49002274	49019197	ENSG00000181929	PRKAG1
chr12	49184796	49189324	ENSG00000167552	TUBA1A
chr12	49707725	49764934	ENSG00000139644	TMBIM6
chr12	50103819	50111319	ENSG00000167588	GPD1
chr12	50111979	50120457	ENSG00000178449	COX14
chr12	50979401	51028566	ENSG00000110911	SLC11A2
chr12	51047962	51060424	ENSG00000050426	LETMD1
chr12	52487174	52493257	ENSG00000205420	KRT6A
chr12	52514575	52520687	ENSG00000186081	KRT5
chr12	52607570	52618559	ENSG00000186049	KRT73
chr12	52897187	52949954	ENSG00000170421	KRT8
chr12	52948871	52952901	ENSG00000111057	KRT18
chr12	53299686	53307177	ENSG00000139637	C12orf10
chr12	53479669	53500063	ENSG00000139625	MAP3K12
chr12	53632726	53677408	ENSG00000135390	ATP5G2
chr12	53708517	53727745	ENSG00000012822	CALCOCO1
chr12	54121277	54189008	ENSG00000123415	SMUG1
chr12	54395261	54419460	ENSG00000161638	ITGA5
chr12	54630811	54634895	ENSG00000135413	LACRT
chr12	55716036	55724703	ENSG00000258311	RP11-644F5.10
chr12	55716037	55720087	ENSG00000135441	BLOC1S1
chr12	55752463	55817756	ENSG00000205323	SARNP
chr12	55966769	55972784	ENSG00000123374	CDK2
chr12	55997180	56006641	ENSG00000139531	SUOX
chr12	56041853	56044675	ENSG00000197728	RPS26
chr12	56116586	56117943	ENSG00000229117	RPL41
chr12	56266858	56270966	ENSG00000135469	COQ10A
chr12	56271699	56300392	ENSG00000062485	CS
chr12	56341597	56360155	ENSG00000170581	STAT2
chr12	56449502	56469166	ENSG00000135517	MIP
chr12	56468567	56479707	ENSG00000176422	SPRYD4
chr12	56470944	56488414	ENSG00000135423	GLS2
chr12	56638175	56646068	ENSG00000110955	ATP5B
chr12	56951431	56959374	ENSG00000139547	RDH16
chr12	57229327	57234935	ENSG00000182199	SHMT2
chr12	57234903	57240715	ENSG00000185633	NDUFA4L2
chr12	57460135	57472262	ENSG00000111087	GLI1
chr12	57475445	57517569	ENSG00000166986	MARS
chr12	57516588	57520517	ENSG00000175197	DDIT3
chr12	57530102	57547331	ENSG00000175203	DCTN2
chr12	57723761	57742157	ENSG00000135439	AGAP2
chr12	57762334	57768986	ENSG00000111012	CYP27B1
chr12	57782589	57808071	ENSG00000123297	TSFM
chr12	64713445	64759447	ENSG00000135677	GNS
chr12	65278643	65488244	ENSG00000174099	MSRB3
chr12	68808172	68850686	ENSG00000135679	MDM2
chr12	69585334	69601570	ENSG00000166226	CCT2
chr12	69608564	69611162	ENSG00000198812	LRRC10
chr12	69738681	69823204	ENSG00000127328	RAB3IP
chr12	71839707	71927248	ENSG00000121749	TBC1D15
chr12	75040077	75209868	ENSG00000166006	KCNC2
chr12	76763588	76853696	ENSG00000186908	ZDHHC17
chr12	78863993	79452008	ENSG00000067715	SYT1
chr12	80792520	80937925	ENSG00000111052	LIN7A
chr12	80936414	81261205	ENSG00000111058	ACSS3
chr12	81257975	81759553	ENSG00000139220	PPFIA2
chr12	88049014	88142216	ENSG00000198707	CEP290
chr12	93467488	93516213	ENSG00000198015	MRPL42
chr12	94306449	94459988	ENSG00000173588	CEP83
chr12	94897055	95003770	ENSG00000184752	NDUFA12
chr12	95858928	95903828	ENSG00000139343	SNRPF
chr12	95972662	95996365	ENSG00000084110	HAL
chr12	96194382	96269835	ENSG00000111145	ELK3
chr12	96907223	96953777	ENSG00000139350	NEDD1
chr12	98593591	98606379	ENSG00000075415	SLC25A3
chr12	98645141	98735433	ENSG00000120868	APAF1
chr12	100357079	100422059	ENSG00000179520	SLC17A8
chr12	101568353	101686018	ENSG00000196091	MYBPC1
chr12	101696947	101744140	ENSG00000111666	CHPT1
chr12	101745497	101830938	ENSG00000111670	GNPTAB
chr12	102012927	102062149	ENSG00000120860	CCDC53
chr12	102395867	102480645	ENSG00000017427	IGF1
chr12	102836885	102958410	ENSG00000171759	PAH
chr12	103770453	103841197	ENSG00000111696	NT5DC3
chr12	104215779	104350305	ENSG00000198431	TXNRD1
chr12	105019784	105084577	ENSG00000136010	ALDH1L2
chr12	106977291	106987166	ENSG00000120832	MTERF2
chr12	106991364	107093829	ENSG00000008405	CRY1
chr12	108562582	108569384	ENSG00000136003	ISCU
chr12	108858932	108901043	ENSG00000110887	DAO
chr12	109023089	109088026	ENSG00000135093	USP30
chr12	109097574	109110992	ENSG00000076248	UNG
chr12	109116595	109268226	ENSG00000076555	ACACB
chr12	109553737	109573874	ENSG00000139428	MMAB
chr12	109573255	109598117	ENSG00000110921	MVK
chr12	109900264	109983841	ENSG00000139437	TCHP
chr12	110124335	110218797	ENSG00000122970	IFT81
chr12	110280756	110351093	ENSG00000174437	ATP2A2
chr12	110491097	110502117	ENSG00000111237	VPS29
chr12	110533245	110583320	ENSG00000196850	PPTC7
chr12	110614027	110649430	ENSG00000204852	TCTN1
chr12	110719680	110742939	ENSG00000186298	PPP1CC
chr12	111452214	111599676	ENSG00000204842	ATXN2
chr12	111686056	111757107	ENSG00000111271	ACAD10
chr12	111766887	111817529	ENSG00000111275	ALDH2
chr12	112405190	112418838	ENSG00000089009	RPL6
chr12	112418351	112509913	ENSG00000179295	PTPN11
chr12	112570380	112898881	ENSG00000089169	RPH3A
chr12	112906777	112933222	ENSG00000089127	OAS1
chr12	112938352	112973249	ENSG00000111331	OAS3
chr12	112978395	113011723	ENSG00000111335	OAS2
chr12	113298759	113359493	ENSG00000089060	SLC8B1
chr12	113392445	113426301	ENSG00000135094	SDS
chr12	113422237	113438276	ENSG00000139410	SDSL
chr12	116856144	116881441	ENSG00000135116	HRK
chr12	117208142	117452170	ENSG00000089250	NOS1
chr12	118135858	118145584	ENSG00000089220	PEBP1
chr12	119667753	119681630	ENSG00000111725	PRKAB1
chr12	120095095	120117502	ENSG00000111737	RAB35
chr12	120127203	120194710	ENSG00000089154	GCN1
chr12	120196686	120201235	ENSG00000089157	RPLP0
chr12	120302316	120313249	ENSG00000089163	SIRT4
chr12	120322111	120327789	ENSG00000170890	PLA2G1B
chr12	120438090	120440742	ENSG00000111775	COX6A1
chr12	120438198	120460006	ENSG00000111780	AL021546.6
chr12	120443961	120446412	ENSG00000170855	TRIAP1
chr12	120446438	120463749	ENSG00000257218	GATC
chr12	120469850	120498493	ENSG00000088986	DYNLL1
chr12	120503274	120534434	ENSG00000110871	COQ5
chr12	120578764	120581398	ENSG00000167272	POP5
chr12	120710435	120723640	ENSG00000175970	UNC119B
chr12	120725735	120740008	ENSG00000122971	ACADS
chr12	121132819	121188032	ENSG00000089041	P2RX7
chr12	121209857	121234106	ENSG00000135124	P2RX4
chr12	121839527	121863596	ENSG00000158104	HPD
chr12	122078722	122147347	ENSG00000175727	MLXIP
chr12	122207662	122227534	ENSG00000184047	DIABLO
chr12	122726076	122730843	ENSG00000196917	HCAR1
chr12	122834453	122862960	ENSG00000130787	HIP1R
chr12	122920951	122981649	ENSG00000150967	ABCB9
chr12	122974580	122980043	ENSG00000111325	OGFOD2
chr12	122983480	123150015	ENSG00000090975	PITPNM2
chr12	123232916	123257959	ENSG00000130921	C12orf65
chr12	123584531	123598577	ENSG00000086598	TMED2
chr12	123620406	123633766	ENSG00000111361	EIF2B1
chr12	123671113	123708403	ENSG00000168778	TCTN2
chr12	124911604	124917368	ENSG00000150991	UBC
chr12	124993700	125031231	ENSG00000184992	BRI3BP
chr12	130396137	130716281	ENSG00000060709	RIMBP2
chr12	130789600	130839266	ENSG00000111450	STX2
chr12	131929200	131945896	ENSG00000177192	PUS1
chr12	132687606	132704991	ENSG00000176894	PXMP2
chr12	132710819	132722734	ENSG00000247077	PGAM5
chr13	20567069	20691437	ENSG00000032742	IFT88
chr13	21176645	21179084	ENSG00000173141	MRPL57
chr13	21492691	21604214	ENSG00000165487	MICU2
chr13	23328823	23433728	ENSG00000151835	SACS
chr13	23730189	23889419	ENSG00000027001	MIPEP
chr13	24680411	24712493	ENSG00000075673	ATP12A
chr13	24882284	24922889	ENSG00000151849	CENPJ
chr13	26132115	26222493	ENSG00000127870	RNF6
chr13	27251309	27256691	ENSG00000122026	RPL21
chr13	27435643	27450591	ENSG00000122033	MTIF3
chr13	27945206	27945590	ENSG00000180389	ATP5EP2
chr13	31134974	31162388	ENSG00000120694	HSPH1
chr13	33103135	33350630	ENSG00000133121	STARD13
chr13	36301638	36370180	ENSG00000133104	SPG20
chr13	40555667	40666597	ENSG00000150907	FOXO1
chr13	40729135	40771173	ENSG00000102738	MRPS31
chr13	40789412	40810111	ENSG00000102743	SLC25A15
chr13	41216369	41263577	ENSG00000120662	MTRF1
chr13	41566837	41961120	ENSG00000102763	VWA8
chr13	43023203	43114224	ENSG00000120675	DNAJC15
chr13	45393316	45418455	ENSG00000174032	SLC25A30
chr13	45777243	45851736	ENSG00000215475	SIAH3
chr13	46831550	46897076	ENSG00000102468	HTR2A
chr13	47936491	48001354	ENSG00000136143	SUCLA2
chr13	48233158	48270357	ENSG00000136156	ITM2B
chr13	51930436	52012125	ENSG00000123191	ATP7B
chr13	53028759	53052057	ENSG00000102837	OLFM4
chr13	71437966	71867192	ENSG00000276644	DACH1
chr13	72752169	72782096	ENSG00000083520	DIS3
chr13	73054976	73077542	ENSG00000102554	KLF5
chr13	76948497	76958642	ENSG00000102794	IRG1
chr13	79481124	79556075	ENSG00000102471	NDFIP2
chr13	95578202	95644703	ENSG00000134874	DZIP1
chr13	97953658	98024297	ENSG00000065150	IPO5
chr13	99606669	99897134	ENSG00000125246	CLYBL
chr13	100089015	100530435	ENSG00000175198	PCCA
chr13	101710804	102402457	ENSG00000102466	FGF14
chr13	105465867	105491034	ENSG00000182346	DAOA
chr13	106541673	106568164	ENSG00000134884	ARGLU1
chr13	110305812	110513027	ENSG00000134871	COL4A2
chr13	110523066	110561733	ENSG00000139832	RAB20
chr13	110615460	110639993	ENSG00000213995	CARKD
chr13	110641412	110713603	ENSG00000134905	CARS2
chr13	112690329	112887168	ENSG00000068650	ATP11A
chr13	113208193	113267108	ENSG00000139842	CUL4A
chr13	113584721	113641470	ENSG00000198176	TFDP1
chr13	114281584	114305817	ENSG00000169062	UPF3A
chr14	20455191	20457772	ENSG00000100823	APEX1
chr14	20468954	20477094	ENSG00000198805	PNP
chr14	20955452	20956436	ENSG00000169385	RNASE2
chr14	20989770	20997035	ENSG00000165792	METTL17
chr14	21459020	21476973	ENSG00000129472	RAB2B
chr14	22766522	22773041	ENSG00000155463	OXA1L
chr14	22773222	22829820	ENSG00000155465	SLC7A7
chr14	22829879	22835037	ENSG00000172590	MRPL52
chr14	23016543	23035230	ENSG00000100804	PSMB5
chr14	23058564	23095614	ENSG00000100813	ACIN1
chr14	23094765	23100462	ENSG00000179933	C14orf119
chr14	23298790	23311759	ENSG00000129473	BCL2L2
chr14	23306835	23325369	ENSG00000258643	BCL2L2-PABPN1
chr14	23630115	23645639	ENSG00000100867	DHRS2
chr14	23953586	23969279	ENSG00000157326	DHRS4
chr14	24094053	24110598	ENSG00000100889	PCK2
chr14	24146683	24160661	ENSG00000092098	RNF31
chr14	24216852	24232454	ENSG00000129559	NEDD8
chr14	24290598	24299833	ENSG00000157379	DHRS1
chr14	24305096	24311430	ENSG00000136305	CIDEB
chr14	24336021	24340045	ENSG00000129465	RIPK3
chr14	24426532	24430954	ENSG00000139899	CBLN3
chr14	24505353	24508265	ENSG00000092009	CMA1
chr14	24606480	24609699	ENSG00000100450	GZMH
chr14	24630954	24634267	ENSG00000100453	GZMB
chr14	26443093	26597754	ENSG00000139910	NOVA1
chr14	29576479	30191898	ENSG00000184304	PRKD1
chr14	31489956	31861224	ENSG00000151413	NUBPL
chr14	32329273	32837681	ENSG00000151320	AKAP6
chr14	34561094	34630183	ENSG00000129515	SNX6
chr14	35085467	35122517	ENSG00000092020	PPP2R3C
chr14	35121846	35277614	ENSG00000100890	KIAA0391
chr14	35278633	35317493	ENSG00000100902	PSMA6
chr14	36677921	37172866	ENSG00000183032	SLC25A21
chr14	46651010	46651821	ENSG00000165496	RPL10L
chr14	49570984	49599164	ENSG00000213741	RPS29
chr14	49618519	49620685	ENSG00000165502	RPL36AL
chr14	49625174	49635230	ENSG00000165506	DNAAF2
chr14	49643555	49688422	ENSG00000100479	POLE2
chr14	50237563	50312548	ENSG00000087299	L2HGDH
chr14	50312326	50335558	ENSG00000125375	ATP5S
chr14	52639916	52695900	ENSG00000197930	ERO1A
chr14	53036745	53153282	ENSG00000100523	DDHD1
chr14	54509812	54539309	ENSG00000100532	CGRRF1
chr14	54567097	54793315	ENSG00000020577	SAMD4A
chr14	55124110	55145413	ENSG00000131981	LGALS3
chr14	55271303	55361918	ENSG00000178974	FBXO34
chr14	55366392	55411858	ENSG00000126775	ATG14
chr14	57200507	57269008	ENSG00000070367	EXOC5
chr14	58395916	58408701	ENSG00000196860	TOMM20L
chr14	58408494	58427614	ENSG00000100575	TIMM9
chr14	58633967	58648321	ENSG00000165617	DACT1
chr14	60971451	60981358	ENSG00000126814	TRMT5
chr14	61695513	61748259	ENSG00000100644	HIF1A
chr14	63684214	63728039	ENSG00000126821	SGPP1
chr14	63852983	64226433	ENSG00000054654	SYNE2
chr14	64084232	64338112	ENSG00000140009	ESR2
chr14	64388031	64463457	ENSG00000100714	MTHFD1
chr14	64535905	64546173	ENSG00000126803	HSPA2
chr14	66507407	67181803	ENSG00000171723	GPHN
chr14	67359997	67386516	ENSG00000134001	EIF2S1
chr14	67619798	67651720	ENSG00000081181	ARG2
chr14	67647075	67674831	ENSG00000100568	VTI1B
chr14	67676801	67695814	ENSG00000072042	RDH11
chr14	67701886	67734452	ENSG00000139988	RDH12
chr14	69050881	69153150	ENSG00000139990	DCAF5
